Type of Account,Account History,Reason for the Loan,Loan Amount,Account Savings,Employment History,Individual Stauts,Other Loans,Security / Collateral,Age,Residence Status,Job,Completed Other loan?,Good Loan
Type C,Good,Home furniture,1141,0-200,Unemployed,Female,No,Vehicle,33,House Owner,Skilled Labor,No,No
Type C,Good,Buying a New Car,953,0-200,7+ Years,Male,No,Vehicle,34,Renting,Skilled Labor,No,No
Type C,Average (known delays),Learning / Edu purposes,3418,0-200,0-2 Years,Male,No,Savings Account,27,House Owner,Skilled Labor,No,No
Type C,Good,Home furniture,2589,0-200,2-5 Years,Divorced,No,Vehicle,42,House Owner,Skilled Labor,No,Yes
Type C,critical,TV,349,500-1000,7+ Years,Male,No,Vehicle,50,House Owner,Skilled Labor,No,Yes
Type C,critical,Buying a New Car,590,0-200,7+ Years,Male,No,Property - Real Estate,65,House Owner,Skilled Labor,No,No
Type C,Average (known delays),Buying a New Car,1665,No Data,2-5 Years,Male,No,Savings Account,42,House Owner,Services,No,No
Type C,Good,TV,683,200-500,5-7 Years,Married,No,Savings Account,20,House Owner,Skilled Labor,No,No
Type C,Good,Buying a New Car,1185,0-200,2-5 Years,Married,No,Property - Real Estate,25,House Owner,Services,No,Yes
Type C,Good,Advance Edu/training,913,0-200,5-7 Years,Married,No,Savings Account,21,Renting,Skilled Labor,No,No
Type C,critical,Buying a Used Car,10627,0-200,7+ Years,Male,No,No Security,38,Free,Professional / Management,No,No
Type C,Good,Support for Business,6588,0-200,2-5 Years,Married,No,Vehicle,20,House Owner,Services,No,Yes
Type C,Good,,,,,,,,,,,,
Type C,Good,Support for Business,5303,0-200,Unemployed,Male,No,Savings Account,48,House Owner,Skilled Labor,No,No
Type C,Good,Support for Business,3117,0-200,5-7 Years,Male,No,Savings Account,29,House Owner,Skilled Labor,No,Yes
Type C,Good,Home furniture,3041,0-200,2-5 Years,Divorced,No,Property - Real Estate,25,Renting,Services,No,Yes
Type C,Good,Learning / Edu purposes,1213,No Data,2-5 Years,Female,No,Savings Account,22,Renting,Skilled Labor,No,Yes
Type C,Good,Home furniture,7883,0-200,7+ Years,Male,No,No Security,51,Free,Professional / Management,No,No
Type C,Good,Home furniture,3165,0-200,0-2 Years,Male,No,No Security,20,Free,Skilled Labor,No,Yes
Type C,Good,TV,1824,0-200,Unemployed,Male,No,Vehicle,32,House Owner,Professional / Management,No,No
Type C,Good,TV,2525,0-200,7+ Years,Male,Yes,Savings Account,41,House Owner,Skilled Labor,No,Yes
Type C,Good,Buying a New Car,933,No Data,7+ Years,Female,No,Vehicle,30,House Owner,Skilled Labor,No,No
Type C,Good,Buying a Used Car,4617,0-200,7+ Years,Male,No,No Security,25,Free,Skilled Labor,No,No
Type C,critical,Buying a New Car,676,1000+,5-7 Years,Female,No,Property - Real Estate,41,House Owner,Services,No,Yes
Type C,Average (known delays),TV,2157,0-200,2-5 Years,Divorced,No,No Security,27,Free,Skilled Labor,No,No
Type C,Good,Home furniture,1667,0-200,2-5 Years,Male,No,Property - Real Estate,26,House Owner,Skilled Labor,No,Yes
Type C,Good,TV,1614,0-200,7+ Years,Female,No,Vehicle,56,House Owner,Skilled Labor,No,Yes
Type C,critical,Buying a New Car,5309,0-200,7+ Years,Male,No,No Security,37,Free,Professional / Management,No,No
Type C,Good,Buying a New Car,8990,0-200,7+ Years,Divorced,No,Savings Account,47,House Owner,Professional / Management,Yes,No
Type C,Good,Renovation,12018,0-200,0-2 Years,Divorced,No,No Security,34,House Owner,Services,No,No
Type C,Good,Home furniture,1281,No Data,7+ Years,Divorced,No,Savings Account,50,House Owner,Services,No,Yes
Type C,Good,Buying a New Car,10735,0-200,0-2 Years,Female,No,Property - Real Estate,35,House Owner,Services,No,Yes
Type C,Good,Buying a Used Car,4792,0-200,5-7 Years,Male,No,Savings Account,25,House Owner,Skilled Labor,No,Yes
Type C,Average (known delays),TV,1030,0-200,0-2 Years,Married,No,Property - Real Estate,48,House Owner,Skilled Labor,No,No
Type C,critical,Buying a Used Car,6430,0-200,7+ Years,Female,No,No Security,46,Free,Professional / Management,No,No
Type C,critical,Buying a New Car,1050,0-200,5-7 Years,Male,Yes,Savings Account,47,House Owner,Skilled Labor,No,No
Type C,Good,TV,747,200-500,0-2 Years,Married,No,No Security,31,House Owner,Services,No,No
Type C,Average (known delays),Home furniture,2748,0-200,7+ Years,Male,No,Vehicle,29,House Owner,Skilled Labor,No,No
Type C,Good,Home furniture,710,0-200,2-5 Years,Male,Yes,Savings Account,37,House Owner,Services,No,Yes
Type C,Average (known delays),Home furniture,3651,0-200,7+ Years,Female,No,Savings Account,28,House Owner,Services,No,No
Type C,Good,TV,1943,0-200,0-2 Years,Divorced,No,Savings Account,32,House Owner,Skilled Labor,No,No
Type C,Good,Buying a Used Car,2927,0-200,5-7 Years,Male,No,No Security,32,Free,Professional / Management,No,Yes
Type C,Good,Home furniture,2678,1000+,2-5 Years,Male,No,Vehicle,30,House Owner,Skilled Labor,No,Yes
Type C,critical,Buying a New Car,3401,0-200,5-7 Years,Male,No,Property - Real Estate,38,House Owner,Services,Yes,No
Type C,critical,Buying a Used Car,6626,0-200,Unemployed,Male,No,No Security,73,Free,Professional / Management,No,No
Type C,Good,Home furniture,4113,0-200,7+ Years,Male,No,No Security,21,Renting,Skilled Labor,No,No
Type C,critical,Home furniture,3404,0-200,2-5 Years,Divorced,No,Property - Real Estate,42,Renting,Professional / Management,No,No
Type C,Good,Home Devices,1288,No Data,2-5 Years,Female,No,Vehicle,26,Renting,Skilled Labor,No,No
Type C,Good,Home furniture,4177,0-200,2-5 Years,Male,No,Savings Account,29,House Owner,Skilled Labor,No,Yes
Type C,Good,Home furniture,3605,0-200,5-7 Years,Female,No,Vehicle,27,Renting,Services,No,Yes
Type C,Good,TV,6212,0-200,2-5 Years,Male,No,Savings Account,28,Renting,Skilled Labor,No,No
Type C,Good,Home furniture,2414,0-200,5-7 Years,Female,No,Property - Real Estate,21,Renting,Skilled Labor,No,No
Type C,Good,Home furniture,2474,0-200,Unemployed,Male,No,Vehicle,24,House Owner,Not Employed,No,No
Type C,Good,Home furniture,3651,0-200,0-2 Years,Female,No,Vehicle,21,Renting,Skilled Labor,No,Yes
Type C,Good,Home furniture,3456,0-200,7+ Years,Male,No,Vehicle,43,House Owner,Skilled Labor,No,No
Type C,Average (known delays),Support for Business,7686,0-200,5-7 Years,Female,Yes,Vehicle,37,Renting,Skilled Labor,No,No
Type C,Good,Home furniture,2231,No Data,5-7 Years,Male,No,Vehicle,41,House Owner,Skilled Labor,No,Yes
Type C,Good,Buying a New Car,3251,0-200,5-7 Years,Male,No,No Security,40,Free,Professional / Management,No,Yes
Type C,critical,TV,1965,0-200,5-7 Years,Female,No,Vehicle,33,House Owner,Skilled Labor,No,No
Type C,Good,Home furniture,2582,0-200,Unemployed,Female,No,No Security,55,Free,Professional / Management,No,Yes
Type C,critical,Home furniture,2354,0-200,2-5 Years,Married,No,Savings Account,45,House Owner,Skilled Labor,No,No
Type C,Good,TV,1065,0-200,0-2 Years,Married,No,Property - Real Estate,28,House Owner,Skilled Labor,Yes,Yes
Type C,Good,Buying a New Car,1400,No Data,2-5 Years,Female,No,Savings Account,36,House Owner,Skilled Labor,No,No
Type C,Good,Buying a New Car,2591,0-200,0-2 Years,Male,No,Property - Real Estate,32,House Owner,Services,No,No
Type C,Average (known delays),Learning / Edu purposes,8472,No Data,2-5 Years,Female,No,Vehicle,21,Renting,Skilled Labor,No,Yes
Type C,critical,Renovation,1208,0-200,Unemployed,Female,No,No Security,53,Free,Not Employed,No,No
Type C,critical,Home furniture,1876,0-200,Unemployed,Male,No,No Security,35,Free,Professional / Management,No,No
Type C,Good,Home furniture,2151,0-200,2-5 Years,Male,No,Property - Real Estate,25,House Owner,Skilled Labor,No,Yes
Type C,critical,Renovation,3405,0-200,Unemployed,Male,Yes,Vehicle,64,House Owner,Not Employed,No,No
Type C,Good,Home furniture,1624,0-200,2-5 Years,Female,Yes,Savings Account,29,House Owner,Skilled Labor,No,Yes
Type C,Good,Buying a New Car,1849,0-200,0-2 Years,Female,No,Vehicle,34,House Owner,Skilled Labor,No,No
Type C,Good,Buying a New Car,4825,0-200,5-7 Years,Male,Yes,Savings Account,32,House Owner,Skilled Labor,No,No
Type C,critical,Buying a New Car,3910,0-200,2-5 Years,Male,No,Property - Real Estate,38,Renting,Skilled Labor,No,No
Type C,Good,Buying a Used Car,3392,0-200,7+ Years,Male,No,No Security,33,Free,Skilled Labor,No,No
Type C,Good,Home Devices,352,0-200,0-2 Years,Female,No,Property - Real Estate,28,House Owner,Skilled Labor,No,Yes
Type C,Good,Home furniture,3628,0-200,2-5 Years,Male,Yes,Savings Account,35,House Owner,Skilled Labor,No,Yes
Type C,Good,Buying a New Car,1738,0-200,0-2 Years,Male,No,Property - Real Estate,35,House Owner,Skilled Labor,No,Yes
Type C,Good,Buying a Used Car,2928,0-200,2-5 Years,Male,Yes,No Security,62,House Owner,Skilled Labor,No,Yes
Type C,Average (known delays),TV,1667,0-200,0-2 Years,Female,No,Vehicle,31,Renting,Services,No,No
Type C,Good,Learning / Edu purposes,451,0-200,0-2 Years,Female,No,Savings Account,21,House Owner,Skilled Labor,No,No
Type C,Good,Buying a New Car,656,0-200,2-5 Years,Male,No,Vehicle,27,House Owner,Services,No,No
Type C,Good,Home furniture,3122,0-200,0-2 Years,Female,No,Savings Account,25,Renting,Skilled Labor,No,No
Type C,critical,Home furniture,1482,0-200,7+ Years,Male,No,Vehicle,45,House Owner,Skilled Labor,No,No
Type C,Good,Home furniture,3637,1000+,7+ Years,Female,No,Savings Account,57,Renting,Skilled Labor,No,Yes
Type C,critical,Buying a New Car,2125,0-200,2-5 Years,Male,No,Property - Real Estate,37,Renting,Services,Yes,No
Type C,Good,Home furniture,2997,No Data,2-5 Years,Married,No,Vehicle,20,House Owner,Skilled Labor,No,No
Type C,Good,Buying a New Car,3127,0-200,0-2 Years,Female,No,Savings Account,29,House Owner,Skilled Labor,No,No
Type C,Good,Buying a Used Car,5501,0-200,7+ Years,Male,No,No Security,41,Free,Skilled Labor,No,Yes
Type C,Good,Buying a New Car,1208,0-200,0-2 Years,Female,No,Savings Account,24,Renting,Skilled Labor,No,No
Type C,Good,Buying a New Car,776,0-200,5-7 Years,Male,No,Property - Real Estate,25,House Owner,Skilled Labor,No,No
Type C,critical,Buying a New Car,621,0-200,5-7 Years,Female,No,Savings Account,37,House Owner,Skilled Labor,Yes,No
Type C,critical,Buying a New Car,1364,0-200,0-2 Years,Male,No,Property - Real Estate,39,House Owner,Services,Yes,No
Type C,Good,Buying a New Car,1216,200-500,7+ Years,Male,No,Savings Account,41,House Owner,Skilled Labor,No,Yes
Type C,Good,TV,3191,0-200,2-5 Years,Female,No,Property - Real Estate,24,House Owner,Skilled Labor,No,No
Type C,Good,Home furniture,7130,0-200,2-5 Years,Male,No,No Security,53,Free,Skilled Labor,No,No
Type C,Good,TV,2305,0-200,2-5 Years,Divorced,No,Vehicle,31,Renting,Skilled Labor,No,No
Type C,Good,Buying a New Car,665,0-200,0-2 Years,Male,No,Property - Real Estate,43,House Owner,Services,No,Yes
Type C,Good,Buying a New Car,1394,No Data,Unemployed,Female,No,Savings Account,75,House Owner,Professional / Management,No,Yes
Type C,Good,Buying a New Car,7775,0-200,7+ Years,Male,No,No Security,40,Free,Professional / Management,No,No
Type C,Good,Home furniture,6363,No Data,7+ Years,Male,No,Savings Account,30,House Owner,Skilled Labor,No,No
Type C,Average (known delays),Buying a New Car,1341,0-200,Unemployed,Male,No,Property - Real Estate,45,Free,Skilled Labor,No,No
Type C,Average (known delays),TV,627,0-200,2-5 Years,Female,No,Property - Real Estate,26,House Owner,Services,No,No
Type C,Good,TV,7016,0-200,5-7 Years,Married,Yes,Property - Real Estate,34,House Owner,Skilled Labor,No,No
Type C,Average (known delays),Home furniture,3555,0-200,5-7 Years,Male,No,Vehicle,26,House Owner,Skilled Labor,No,No
Type C,Good,Buying a Used Car,2970,No Data,7+ Years,Male,No,No Security,47,Free,Skilled Labor,No,Yes
Type C,Average (known delays),TV,1552,0-200,5-7 Years,Male,Yes,Vehicle,22,Renting,Services,No,No
Type C,Good,Buying a New Car,1391,0-200,5-7 Years,Divorced,No,Vehicle,37,House Owner,Skilled Labor,No,No
Type C,Good,TV,6768,0-200,2-5 Years,Female,No,Vehicle,30,House Owner,Skilled Labor,No,No
Type C,Good,Home furniture,3245,0-200,0-2 Years,Female,No,Property - Real Estate,22,Renting,Services,No,No
Type C,Good,Support for Business,816,0-200,2-5 Years,Female,No,Savings Account,21,House Owner,Services,No,Yes
Type C,Good,Home furniture,2054,0-200,2-5 Years,Female,No,Property - Real Estate,18,Renting,Skilled Labor,No,No
Type C,critical,Buying a New Car,2804,0-200,2-5 Years,Male,No,Property - Real Estate,38,Renting,Skilled Labor,No,No
Type C,Good,Home furniture,1305,0-200,2-5 Years,Male,Yes,Savings Account,19,House Owner,Services,No,Yes
Type C,Good,Home Devices,1237,0-200,2-5 Years,Married,No,Property - Real Estate,49,House Owner,Services,No,No
Type C,critical,Home furniture,2247,0-200,7+ Years,Male,No,Savings Account,58,House Owner,Skilled Labor,No,No
Type C,critical,TV,389,0-200,5-7 Years,Female,No,Property - Real Estate,58,House Owner,Services,No,No
Type C,Average (known delays),All other,1376,No Data,7+ Years,Male,No,Vehicle,39,House Owner,Professional / Management,No,No
Type C,Good,Buying a New Car,1446,0-200,5-7 Years,Female,No,Vehicle,23,Renting,Skilled Labor,No,No
Type C,Average (known delays),Home furniture,2836,500-1000,2-5 Years,Male,No,Property - Real Estate,22,House Owner,Skilled Labor,No,Yes
Type C,Good,Home Devices,754,200-500,Unemployed,Female,No,Savings Account,24,House Owner,Skilled Labor,No,No
Type C,Good,TV,3369,1000+,0-2 Years,Female,No,Vehicle,27,House Owner,Skilled Labor,No,Yes
Type C,Average (known delays),Buying a Used Car,3640,0-200,2-5 Years,Female,Yes,Vehicle,24,Renting,Skilled Labor,Yes,No
Type C,critical,Buying a New Car,3694,0-200,2-5 Years,Male,No,Property - Real Estate,35,Renting,Skilled Labor,No,No
Type C,Good,Home furniture,1871,0-200,0-2 Years,Female,No,Vehicle,22,Renting,Skilled Labor,No,Yes
Type C,Good,TV,2612,0-200,2-5 Years,Male,No,No Security,65,Free,Skilled Labor,No,No
Type C,Good,TV,3674,0-200,2-5 Years,Female,No,Vehicle,29,House Owner,Skilled Labor,No,Yes
Type C,Average (known delays),Home furniture,1571,0-200,2-5 Years,Male,No,Vehicle,42,House Owner,Skilled Labor,No,No
Type C,Average (known delays),TV,4372,0-200,5-7 Years,Male,No,Savings Account,24,House Owner,Skilled Labor,No,No
Type C,Good,Learning / Edu purposes,765,0-200,Unemployed,Female,No,Property - Real Estate,28,House Owner,Not Employed,No,No
Type C,critical,TV,1883,0-200,5-7 Years,Married,No,Savings Account,30,House Owner,Professional / Management,No,No
Type C,Good,Home furniture,4587,0-200,2-5 Years,Divorced,Yes,Property - Real Estate,30,House Owner,Skilled Labor,No,Yes
Type C,Good,Learning / Edu purposes,702,0-200,2-5 Years,Male,No,Vehicle,39,Renting,Services,No,No
Type C,Good,Learning / Edu purposes,7495,0-200,5-7 Years,Male,No,No Security,52,Free,Professional / Management,No,Yes
Type C,Good,Buying a New Car,2317,0-200,7+ Years,Male,Yes,Property - Real Estate,45,House Owner,Skilled Labor,No,No
Type C,Good,Buying a New Car,3975,0-200,Unemployed,Male,No,No Security,23,Free,Skilled Labor,No,Yes
Type C,Good,Buying a New Car,906,No Data,2-5 Years,Married,No,Vehicle,24,House Owner,Skilled Labor,No,No
Type C,critical,Buying a New Car,4854,0-200,7+ Years,Male,Yes,Savings Account,44,Renting,Skilled Labor,No,No
Type C,Good,TV,2399,0-200,7+ Years,Male,No,Property - Real Estate,63,Renting,Services,No,Yes
Type C,Good,Buying a New Car,3667,1000+,2-5 Years,Male,No,Savings Account,30,House Owner,Skilled Labor,No,Yes
Type C,critical,Home furniture,983,0-200,2-5 Years,Divorced,No,Savings Account,27,House Owner,Skilled Labor,No,No
Type C,critical,Buying a New Car,4720,No Data,0-2 Years,Male,No,Property - Real Estate,42,House Owner,Services,No,Yes
Type C,critical,Buying a Used Car,6351,0-200,7+ Years,Male,No,No Security,45,Free,Skilled Labor,No,No
Type C,Average (known delays),Learning / Edu purposes,1210,0-200,7+ Years,Female,No,No Security,33,Free,Skilled Labor,No,No
Type C,critical,TV,1149,0-200,2-5 Years,Male,No,Property - Real Estate,24,House Owner,Services,No,No
Type C,Good,Buying a New Car,1238,0-200,2-5 Years,Female,No,Property - Real Estate,24,House Owner,Services,No,No
Type C,Good,TV,1885,0-200,2-5 Years,Female,No,Vehicle,27,Renting,Skilled Labor,No,No
Type C,Good,TV,1988,0-200,2-5 Years,Male,No,Property - Real Estate,23,Renting,Services,No,No
Type C,Good,Buying a New Car,4382,200-500,2-5 Years,Male,No,Vehicle,37,House Owner,Services,No,Yes
Type C,Average (known delays),Buying a New Car,2330,200-500,5-7 Years,Male,No,Vehicle,31,House Owner,Skilled Labor,No,Yes
Type C,Average (known delays),Home furniture,2503,500-1000,2-5 Years,Male,No,Property - Real Estate,20,House Owner,Skilled Labor,No,Yes
Type C,critical,Home furniture,14183,No Data,5-7 Years,Male,No,Savings Account,28,House Owner,Professional / Management,No,Yes
Type C,critical,Support for Business,1799,0-200,0-2 Years,Male,No,Savings Account,30,House Owner,Services,No,No
Type C,Good,Buying a New Car,2529,0-200,Unemployed,Female,No,Vehicle,25,Renting,Skilled Labor,No,Yes
Type C,Good,Buying a New Car,1277,0-200,0-2 Years,Female,No,Property - Real Estate,38,House Owner,Services,No,No
Type C,Good,Home furniture,439,0-200,7+ Years,Female,No,Savings Account,51,House Owner,Skilled Labor,No,Yes
Type C,Good,Buying a New Car,979,0-200,0-2 Years,Female,No,Vehicle,25,House Owner,Services,No,No
Type C,Good,Buying a New Car,1298,No Data,5-7 Years,Female,No,No Security,34,Renting,Skilled Labor,No,No
Type C,critical,Buying a New Car,695,0-200,7+ Years,Male,No,Savings Account,35,House Owner,Skilled Labor,No,No
Type C,critical,Home furniture,2127,0-200,2-5 Years,Female,No,Property - Real Estate,26,Renting,Skilled Labor,No,No
Type C,Good,TV,2225,0-200,2-5 Years,Male,No,Savings Account,24,House Owner,Services,No,Yes
Type C,Good,Home furniture,3125,0-200,0-2 Years,Divorced,No,Savings Account,29,House Owner,Services,No,No
Type C,Good,Buying a Used Car,2832,No Data,7+ Years,Female,No,Property - Real Estate,25,Renting,Skilled Labor,No,Yes
Type C,critical,Learning / Edu purposes,8073,0-200,2-5 Years,Female,No,No Security,24,House Owner,Professional / Management,No,No
Type C,Good,Buying a New Car,1373,No Data,2-5 Years,Female,No,Property - Real Estate,24,Renting,Skilled Labor,No,No
Type C,Good,TV,3522,0-200,5-7 Years,Female,Yes,Property - Real Estate,23,House Owner,Skilled Labor,No,Yes
Type C,critical,Learning / Edu purposes,6012,0-200,2-5 Years,Male,No,No Security,27,House Owner,Skilled Labor,No,No
Type C,Good,Buying a Used Car,7522,No Data,7+ Years,Male,No,Savings Account,51,Free,Skilled Labor,No,No
Type C,critical,Home furniture,4286,0-200,7+ Years,Female,No,Savings Account,22,House Owner,Skilled Labor,No,No
Type C,Good,Buying a New Car,9273,0-200,5-7 Years,Male,No,Vehicle,22,House Owner,Skilled Labor,No,No
Type C,critical,Buying a Used Car,9639,0-200,5-7 Years,Male,No,Vehicle,25,House Owner,Skilled Labor,No,No
Type C,Good,Home Devices,3067,0-200,2-5 Years,Male,No,Vehicle,56,House Owner,Skilled Labor,No,No
Type C,Good,Buying a New Car,3944,0-200,5-7 Years,Male,No,No Security,46,Free,Skilled Labor,No,No
Type C,Good,All other,15865,0-200,Unemployed,Divorced,Yes,Vehicle,41,House Owner,Professional / Management,No,Yes
Type C,Good,TV,1362,0-200,2-5 Years,Married,No,Property - Real Estate,27,House Owner,Skilled Labor,No,No
Type C,Good,Home furniture,2728,0-200,7+ Years,Male,No,Savings Account,43,House Owner,Skilled Labor,No,No
Type C,critical,Buying a New Car,749,0-200,7+ Years,Male,No,Property - Real Estate,45,House Owner,Services,No,No
Type C,critical,Buying a New Car,1607,0-200,7+ Years,Married,No,Vehicle,32,House Owner,Skilled Labor,No,No
Type C,critical,Buying a New Car,3979,0-200,7+ Years,Female,No,Property - Real Estate,35,Renting,Skilled Labor,No,No
Type C,Good,Buying a Used Car,8336,No Data,7+ Years,Male,No,No Security,45,Free,Skilled Labor,No,No
Type C,Good,Buying a New Car,1217,0-200,0-2 Years,Female,No,Vehicle,23,Renting,Skilled Labor,No,No
Type C,Good,Support for Business,11828,0-200,7+ Years,Male,No,Vehicle,28,Renting,Skilled Labor,No,No
Type C,Good,Buying a New Car,1090,0-200,2-5 Years,Male,No,Vehicle,46,House Owner,Skilled Labor,No,No
Type C,critical,Buying a Used Car,2971,0-200,7+ Years,Male,No,Savings Account,62,House Owner,Skilled Labor,No,No
Type C,Good,Home furniture,5181,0-200,5-7 Years,Male,No,Savings Account,28,House Owner,Skilled Labor,No,No
Type C,Good,TV,1368,0-200,5-7 Years,Male,No,Property - Real Estate,57,House Owner,Skilled Labor,No,Yes
Type C,Good,TV,714,0-200,7+ Years,Male,No,Property - Real Estate,58,House Owner,Services,No,No
Type C,critical,Buying a New Car,2252,0-200,2-5 Years,Married,Yes,Savings Account,32,Renting,Skilled Labor,Yes,No
Type C,Average (known delays),Buying a New Car,1459,0-200,5-7 Years,Male,No,No Security,32,Free,Services,No,No
Type C,Good,Buying a New Car,3971,0-200,2-5 Years,Female,No,Savings Account,29,House Owner,Skilled Labor,No,No
Type C,Good,TV,2458,0-200,0-2 Years,Female,No,Property - Real Estate,35,House Owner,Skilled Labor,No,No
Type C,Good,TV,2398,0-200,0-2 Years,Female,No,Vehicle,27,House Owner,Skilled Labor,No,Yes
Type C,Good,Home furniture,666,0-200,7+ Years,Female,No,Savings Account,25,Renting,Skilled Labor,No,Yes
Type C,critical,Support for Business,1396,200-500,5-7 Years,Male,No,Property - Real Estate,27,House Owner,Skilled Labor,No,Yes
Type C,Good,Home furniture,3596,0-200,2-5 Years,Male,Yes,Savings Account,30,House Owner,Services,No,Yes
Type C,Average (known delays),TV,1958,0-200,0-2 Years,Male,Yes,No Security,36,Free,Professional / Management,No,No
Type C,Good,Buying a New Car,1439,0-200,0-2 Years,Male,No,No Security,28,Free,Professional / Management,No,No
Type C,Good,Learning / Edu purposes,811,0-200,0-2 Years,Female,No,Savings Account,55,House Owner,Skilled Labor,No,No
Type C,critical,Support for Business,2450,0-200,7+ Years,Male,No,Vehicle,44,House Owner,Professional / Management,No,No
Type C,critical,Buying a New Car,2177,0-200,2-5 Years,Male,No,Savings Account,37,House Owner,Services,Yes,No
Type C,Good,TV,2612,0-200,0-2 Years,Female,No,Savings Account,29,Renting,Professional / Management,No,Yes
Type C,Good,Home furniture,4160,0-200,2-5 Years,Male,Yes,Vehicle,44,House Owner,Skilled Labor,No,No
Type C,critical,Buying a New Car,2631,0-200,7+ Years,Male,Yes,Savings Account,43,Renting,Skilled Labor,No,No
Type C,Good,TV,1109,0-200,2-5 Years,Male,No,Property - Real Estate,22,Renting,Professional / Management,No,Yes
Type C,Good,Buying a New Car,3768,No Data,5-7 Years,Male,Yes,Property - Real Estate,24,House Owner,Services,Yes,Yes
Type C,Average (known delays),Support for Business,3166,0-200,2-5 Years,Male,No,Savings Account,31,Renting,Skilled Labor,No,No
Type C,Good,Buying a New Car,14912,0-200,7+ Years,Male,No,No Security,69,House Owner,Professional / Management,No,No
Type C,Good,Home furniture,2373,200-500,Unemployed,Divorced,No,Savings Account,32,House Owner,Skilled Labor,No,No
Type C,Good,Home furniture,3365,0-200,7+ Years,Male,No,Savings Account,40,Renting,Professional / Management,No,No
Type C,Good,TV,1368,0-200,0-2 Years,Female,No,Savings Account,23,Renting,Skilled Labor,No,No
Type C,Average (known delays),Home furniture,6882,0-200,0-2 Years,Divorced,No,Savings Account,57,House Owner,Skilled Labor,No,No
Type C,Average (known delays),Buying a New Car,712,0-200,0-2 Years,Male,No,Vehicle,46,House Owner,Skilled Labor,No,No
Type C,critical,Home furniture,1055,0-200,0-2 Years,Female,No,Savings Account,19,Renting,Skilled Labor,No,No
Type C,Good,Buying a Used Car,10309,0-200,5-7 Years,Male,No,No Security,41,Free,Skilled Labor,No,No
Type C,Average (known delays),Buying a New Car,1349,0-200,2-5 Years,Male,No,Property - Real Estate,44,House Owner,Services,No,No
Type C,Good,Home furniture,1757,0-200,0-2 Years,Male,Yes,Savings Account,24,House Owner,Services,Yes,Yes
Type C,Good,TV,1514,0-200,2-5 Years,Female,No,Vehicle,23,House Owner,Skilled Labor,No,Yes
Type C,Good,Home furniture,1859,0-200,0-2 Years,Female,Yes,Savings Account,45,Renting,Skilled Labor,No,Yes
Type C,Average (known delays),Home furniture,3364,500-1000,0-2 Years,Male,No,No Security,30,Free,Skilled Labor,No,No
Type C,Average (known delays),Support for Business,2165,0-200,5-7 Years,Male,No,Vehicle,24,House Owner,Skilled Labor,No,No
Type C,Good,Buying a New Car,1894,0-200,2-5 Years,Female,Yes,Savings Account,27,House Owner,Skilled Labor,No,Yes
Type C,critical,TV,1244,1000+,7+ Years,Female,No,Savings Account,57,Renting,Professional / Management,No,Yes
Type C,Good,Buying a New Car,4009,0-200,2-5 Years,Male,No,Vehicle,45,House Owner,Services,No,No
Type C,critical,Buying a New Car,3948,0-200,2-5 Years,Male,No,Property - Real Estate,42,House Owner,Services,No,No
Type C,Average (known delays),Buying a New Car,1194,0-200,Unemployed,Female,Yes,No Security,27,Renting,Not Employed,No,No
Type C,Good,Support for Business,7302,0-200,7+ Years,Male,Yes,No Security,37,Renting,Skilled Labor,No,No
Type C,Good,Buying a Used Car,8245,0-200,2-5 Years,Male,No,Savings Account,25,House Owner,Skilled Labor,No,No
Type C,critical,Home furniture,1443,0-200,2-5 Years,Female,No,Savings Account,26,Renting,Skilled Labor,No,No
Type C,Good,Buying a Used Car,6596,0-200,Unemployed,Male,No,No Security,30,Free,Professional / Management,No,Yes
Type C,Good,TV,1941,No Data,5-7 Years,Married,No,Vehicle,23,Renting,Services,No,Yes
Type C,Good,Home furniture,3962,0-200,Unemployed,Male,No,Savings Account,31,House Owner,Professional / Management,No,Yes
Type C,Good,Buying a Used Car,3871,0-200,2-5 Years,Divorced,No,Savings Account,42,House Owner,Professional / Management,No,Yes
Type C,Good,TV,1848,0-200,2-5 Years,Male,No,No Security,21,Free,Skilled Labor,No,No
Type C,Average (known delays),Buying a New Car,791,No Data,2-5 Years,Male,Yes,Property - Real Estate,27,House Owner,Services,No,Yes
Type C,Average (known delays),TV,937,0-200,2-5 Years,Female,No,Property - Real Estate,23,House Owner,Skilled Labor,No,No
Type C,Average (known delays),Buying a New Car,6472,0-200,7+ Years,Male,No,No Security,38,House Owner,Professional / Management,No,No
Type C,Average (known delays),Buying a Used Car,8628,1000+,2-5 Years,Male,No,Vehicle,26,House Owner,Skilled Labor,No,Yes
Type C,Average (known delays),Buying a Used Car,7494,No Data,Unemployed,Female,No,Property - Real Estate,54,House Owner,Professional / Management,No,No
Type C,Average (known delays),Support for Business,9586,0-200,0-2 Years,Divorced,No,Vehicle,27,House Owner,Skilled Labor,No,No
Type C,Average (known delays),Support for Business,5123,0-200,5-7 Years,Male,No,Vehicle,26,House Owner,Skilled Labor,No,No
Type C,Average (known delays),Support for Business,2981,No Data,2-5 Years,Male,No,Property - Real Estate,34,House Owner,Skilled Labor,No,Yes
Type C,Average (known delays),Advance Edu/training,3463,500-1000,2-5 Years,Female,No,Property - Real Estate,36,House Owner,Services,No,Yes
Type C,Average (known delays),Home furniture,4157,200-500,2-5 Years,Male,No,Savings Account,34,House Owner,Skilled Labor,No,Yes
